label,text,text_proc
true,U.S. taxpayers are being forced to fund Feisal Abdul Raufs trip to the Middle East.,u taxpayers forced fund feisal abdul raufs trip middle east
barely-true,"Milwaukee County taxpayers paid $370,000 to settle a lawsuit over a decision by Sheriff David A. Clarke Jr. to use untrained corrections officers rather than deputies to patrol the lakefront.",milwaukee county taxpayers paid num_token settle lawsuit decision sheriff david clarke jr use untrained corrections officers rather deputies patrol lakefront
mostly-true,There are Justice Department policies against FBI Director James Comey discussing details of a federal investigation so close to an election.,justice department policies fbi director james comey discussing details federal investigation close election
true,"Democratic presidents ""have been considerably more effective at creating private-sector jobs.""",democratic presidents considerably effective creating private sector jobs
true,"Joe Biden ""voted against the first Gulf War. He opposed the surge. He wanted to partition Iraq.""",joe biden voted first gulf war opposed surge wanted partition iraq
barely-true,Says Rush Limbaugh made it clear hed rather see the country fail than President Barack Obama succeed.,says rush limbaugh made clear hed rather see country fail president barack obama succeed
half-true,One percent of the American people make over 21 percent of all the income in America. That wasnt the way before George Bush became president.,one percent american people make num_token percent income america wasnt way george bush became president
half-true,"Military ""recruiting went on at Harvard every single day throughout the time (Kagan) was there.""",military recruiting went harvard every single day throughout time kagan
mostly-true,"Says that under Rick Perrys plan, Texas has cut funding for public schools by 25%.",says rick perrys plan texas cut funding public schools num_token
half-true,"Says David Perdue wants to abolish the U.S. Department of Education, which would cost Georgia schools $1 billion a year and eliminate millions in student loans.",says david perdue wants abolish u department education would cost georgia schools num_token billion year eliminate millions student loans
mostly-true,The Paul Ryan budget proposal would privatize Medicare.,paul ryan budget proposal would privatize medicare
mostly-true,High school students arrested on campus are twice as likely not to graduate and four times less likely to graduate if theyve appeared in court.,high school students arrested campus twice likely graduate four times less likely graduate theyve appeared court
half-true,The United States imprisons more than any nation in the world.,united states imprisons nation world
